Year,Month,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.,Anomaly,Unc.
1876,7,-0.747,0.997,-0.008,0.555,-0.522,0.307,-0.419,0.314,-0.554,0.235
1876,8,-0.437,0.840,-0.041,0.601,-0.545,0.319,-0.418,0.311,-0.562,0.235
1876,9,-0.374,0.619,-0.081,0.541,-0.539,0.324,-0.408,0.307,-0.569,0.235
1876,10,1.185,0.910,-0.179,0.528,-0.547,0.334,-0.409,0.299,-0.578,0.234
1876,11,0.694,1.015,-0.317,0.513,-0.518,0.351,-0.405,0.289,-0.586,0.233
1876,12,0.030,1.147,-0.294,0.415,-0.514,0.371,-0.403,0.288,-0.594,0.234
1877,1,0.084,1.470,-0.322,0.404,-0.511,0.368,-0.412,0.275,-0.591,0.228
1877,2,-0.395,1.344,-0.295,0.380,-0.523,0.376,-0.426,0.263,-0.593,0.229
1877,3,-0.460,0.707,-0.335,0.378,-0.499,0.383,-0.416,0.260,-0.589,0.230
1877,4,-1.450,1.265,-0.466,0.409,-0.484,0.381,-0.417,0.251,-0.592,0.229
1877,5,-1.563,0.711,-0.536,0.366,-0.483,0.388,-0.427,0.253,-0.595,0.229
1877,6,-0.095,1.565,-0.592,0.415,-0.482,0.390,-0.421,0.250,-0.591,0.228
1877,7,-1.085,0.702,-0.798,0.427,-0.486,0.402,-0.421,0.250,-0.597,0.227
1877,8,-0.114,0.415,-0.938,0.391,-0.473,0.394,-0.422,0.251,-0.602,0.228
1877,9,-0.852,0.378,-0.971,0.448,-0.464,0.393,-0.418,0.247,-0.608,0.229
1877,10,-0.384,0.639,-0.826,0.447,-0.469,0.406,-0.421,0.241,-0.613,0.231
1877,11,-0.148,0.666,-0.817,0.439,-0.456,0.415,-0.435,0.238,-0.616,0.228
1877,12,-0.642,2.426,-0.821,0.583,-0.461,0.418,-0.448,0.232,-0.623,0.226
1878,1,-2.389,1.292,-0.778,0.580,-0.457,0.417,-0.436,0.224,-0.623,0.230
1878,2,-2.077,0.915,-0.885,0.616,-0.447,0.417,-0.419,0.217,-0.624,0.232
1878,3,-0.855,0.883,-0.755,0.672,-0.414,0.417,-0.419,0.221,-0.625,0.234
1878,4,0.289,1.231,-0.752,0.714,-0.406,0.415,-0.425,0.215,-0.631,0.237
1878,5,-1.457,0.555,-0.769,0.843,-0.367,0.398,-0.431,0.215,-0.632,0.239
1878,6,-0.144,1.071,-0.653,0.800,-0.383,0.391,-0.436,0.211,-0.629,0.241
1878,7,-0.565,0.764,-0.531,0.741,-0.405,0.386,-0.436,0.219,-0.631,0.243
1878,8,-1.401,0.656,-0.548,0.812,-0.406,0.379,-0.440,0.221,-0.624,0.241
1878,9,0.712,1.226,-0.504,0.825,-0.411,0.377,-0.446,0.215,-0.624,0.241
1878,10,-0.344,0.851,-0.650,0.805,-0.399,0.362,-0.455,0.219,-0.623,0.243
1878,11,-0.350,1.961,-0.478,0.851,-0.397,0.360,-0.467,0.216,-0.633,0.242
1878,12,0.741,1.820,-0.531,0.814,-0.384,0.347,-0.486,0.213,-0.638,0.242
1879,1,-0.919,0.631,-0.557,0.766,-0.369,0.345,-0.512,0.207,-0.636,0.245
1879,2,-2.288,1.221,-0.524,0.790,-0.367,0.334,-0.524,0.207,-0.636,0.242
1879,3,-0.325,0.536,-0.547,0.737,-0.366,0.327,-0.534,0.202,-0.636,0.244
1879,4,-1.460,1.165,-0.554,0.645,-0.398,0.327,-0.542,0.202,-0.637,0.244
1879,5,0.604,1.172,-0.545,0.521,-0.423,0.324,-0.549,0.204,-0.634,0.242
1879,6,-0.774,0.964,-0.638,0.418,-0.438,0.324,-0.546,0.211,-0.638,0.241
1879,7,-0.881,0.940,-0.584,0.470,-0.459,0.320,-0.540,0.211,-0.637,0.239
1879,8,-1.004,0.688,-0.361,0.365,-0.485,0.300,-0.538,0.211,-0.639,0.237
1879,9,0.437,0.690,-0.342,0.341,-0.474,0.301,-0.537,0.209,-0.639,0.233
1879,10,-0.435,0.677,-0.204,0.321,-0.450,0.283,-0.537,0.208,-0.637,0.232
1879,11,-0.236,0.645,-0.223,0.331,-0.436,0.275,-0.553,0.208,-0.640,0.229
1879,12,-0.377,0.730,-0.195,0.271,-0.426,0.280,-0.562,0.213,-0.644,0.229
1880,1,-0.276,1.158,-0.100,0.265,-0.406,0.276,-0.579,0.211,-0.652,0.226
1880,2,0.397,0.632,-0.059,0.297,-0.428,0.275,-0.584,0.208,-0.655,0.221
1880,3,-0.104,0.789,-0.065,0.257,-0.412,0.276,-0.586,0.210,-0.652,0.218
1880,4,0.202,0.759,-0.062,0.317,-0.430,0.266,-0.604,0.208,-0.643,0.215
1880,5,0.369,0.688,0.025,0.311,-0.449,0.264,-0.611,0.206,-0.645,0.214
1880,6,-0.436,0.482,0.016,0.295,-0.433,0.242,-0.609,0.209,-0.649,0.213
1880,7,0.265,0.514,-0.105,0.315,-0.390,0.223,-0.613,0.212,-0.651,0.216
1880,8,-0.509,0.825,-0.144,0.320,-0.344,0.206,-0.608,0.210,-0.647,0.215
1880,9,0.355,0.775,-0.156,0.302,-0.332,0.199,-0.604,0.207,-0.644,0.213
1880,10,-0.394,0.938,-0.136,0.350,-0.366,0.185,-0.605,0.200,-0.643,0.211
1880,11,0.809,1.404,-0.151,0.378,-0.349,0.183,-0.601,0.202,-0.650,0.205
1880,12,-0.491,0.642,-0.080,0.363,-0.347,0.170,-0.616,0.201,-0.640,0.202
1881,1,-1.724,1.204,-0.088,0.341,-0.349,0.174,-0.621,0.201,-0.643,0.199
1881,2,-0.070,0.805,-0.073,0.332,-0.332,0.171,-0.620,0.198,-0.641,0.194
1881,3,-0.243,0.665,-0.126,0.380,-0.374,0.161,-0.625,0.192,-0.642,0.194
1881,4,0.437,0.703,-0.154,0.389,-0.390,0.159,-0.624,0.189,-0.640,0.192
1881,5,0.186,0.535,-0.289,0.305,-0.417,0.155,-0.631,0.190,-0.641,0.190
1881,6,0.414,0.949,-0.321,0.249,-0.463,0.170,-0.640,0.190,-0.648,0.190
1881,7,0.168,0.599,-0.277,0.208,-0.502,0.181,-0.645,0.190,-0.655,0.193
1881,8,-0.322,0.530,-0.433,0.264,-0.503,0.188,-0.656,0.185,-0.656,0.192
1881,9,-0.281,0.643,-0.396,0.249,-0.529,0.189,-0.664,0.187,-0.650,0.190
1881,10,-0.733,0.541,-0.436,0.250,-0.537,0.195,-0.687,0.191,-0.647,0.188
1881,11,-0.808,0.676,-0.512,0.274,-0.581,0.209,-0.699,0.196,-0.644,0.184
1881,12,-0.877,0.887,-0.502,0.243,-0.578,0.208,-0.711,0.198,-0.636,0.181
1882,1,-1.200,0.951,-0.509,0.258,-0.569,0.208,-0.699,0.195,-0.641,0.179
1882,2,-1.932,0.832,-0.599,0.237,-0.553,0.217,-0.696,0.190,-0.643,0.174
1882,3,0.194,0.472,-0.567,0.217,-0.575,0.214,-0.690,0.196,-0.640,0.175
1882,4,-0.037,0.456,-0.626,0.210,-0.590,0.208,-0.678,0.198,-0.641,0.174
1882,5,-0.732,0.431,-0.668,0.259,-0.622,0.207,-0.676,0.198,-0.645,0.176
1882,6,0.531,0.486,-0.566,0.271,-0.642,0.207,-0.677,0.196,-0.644,0.176
1882,7,0.093,0.350,-0.450,0.301,-0.672,0.218,-0.671,0.196,-0.645,0.178
1882,8,-1.402,0.932,-0.232,0.276,-0.696,0.220,-0.684,0.200,-0.638,0.178
1882,9,0.095,0.301,-0.263,0.256,-0.709,0.217,-0.688,0.201,-0.639,0.177
1882,10,-1.433,0.475,-0.406,0.252,-0.739,0.227,-0.696,0.203,-0.638,0.176
1882,11,-1.311,1.133,-0.378,0.218,-0.767,0.224,-0.710,0.205,-0.635,0.175
1882,12,0.342,0.546,-0.425,0.230,-0.756,0.220,-0.720,0.211,-0.645,0.175
1883,1,0.190,0.646,-0.489,0.230,-0.769,0.215,-0.711,0.222,-0.643,0.170
1883,2,0.683,1.130,-0.405,0.223,-0.769,0.212,-0.712,0.224,-0.641,0.169
1883,3,-0.175,0.631,-0.564,0.227,-0.794,0.218,-0.715,0.224,-0.650,0.171
1883,4,-1.758,0.387,-0.556,0.202,-0.804,0.215,-0.733,0.227,-0.646,0.171
1883,5,-0.388,0.373,-0.608,0.166,-0.836,0.204,-0.729,0.225,-0.644,0.170
1883,6,-0.035,0.567,-0.807,0.193,-0.849,0.206,-0.728,0.221,-0.647,0.168
1883,7,-0.677,0.795,-1.094,0.213,-0.837,0.200,-0.725,0.216,-0.642,0.169
1883,8,-0.397,0.667,-1.344,0.272,-0.834,0.201,-0.713,0.213,-0.638,0.168
1883,9,-1.807,0.580,-1.490,0.305,-0.839,0.202,-0.726,0.208,-0.631,0.163
1883,10,-1.343,0.440,-1.504,0.316,-0.849,0.202,-0.730,0.209,-0.625,0.164
1883,11,-1.936,0.704,-1.639,0.325,-0.865,0.206,-0.750,0.208,-0.618,0.163
1883,12,-2.044,0.730,-1.689,0.350,-0.896,0.200,-0.777,0.220,-0.623,0.161
1884,1,-3.259,0.611,-1.661,0.334,-0.921,0.205,-0.769,0.226,-0.621,0.158
1884,2,-2.310,1.050,-1.631,0.314,-0.945,0.206,-0.755,0.226,-0.617,0.158
1884,3,-1.923,0.915,-1.553,0.308,-0.963,0.203,-0.762,0.228,-0.617,0.157
1884,4,-1.928,0.659,-1.554,0.300,-0.976,0.206,-0.758,0.234,-0.618,0.156
1884,5,-2.017,0.522,-1.569,0.293,-0.975,0.218,-0.768,0.239,-0.615,0.156
1884,6,-0.628,0.640,-1.530,0.274,-0.984,0.233,-0.772,0.235,-0.610,0.156
1884,7,-0.338,0.280,-1.432,0.258,-0.939,0.235,-0.771,0.231,-0.606,0.157
1884,8,-0.042,0.688,-1.329,0.250,-0.907,0.241,-0.770,0.234,-0.607,0.159
1884,9,-0.872,0.518,-1.240,0.273,-0.906,0.249,-0.773,0.230,-0.608,0.159
1884,10,-1.352,0.604,-1.213,0.278,-0.906,0.253,-0.772,0.230,-0.603,0.159
1884,11,-2.116,0.438,-1.152,0.254,-0.915,0.257,-0.778,0.233,-0.603,0.160
1884,12,-1.570,0.917,-1.082,0.263,-0.927,0.259,-0.775,0.231,-0.597,0.163
1885,1,-2.087,0.583,-1.096,0.301,-0.935,0.262,-0.790,0.239,-0.595,0.161
1885,2,-1.068,0.629,-1.137,0.324,-0.939,0.260,-0.798,0.237,-0.594,0.158
1885,3,-0.857,0.622,-1.161,0.336,-0.964,0.264,-0.805,0.232,-0.597,0.158
1885,4,-1.606,0.565,-1.129,0.343,-0.961,0.269,-0.803,0.235,-0.607,0.156
1885,5,-1.292,0.479,-1.044,0.367,-0.972,0.267,-0.815,0.233,-0.609,0.156
1885,6,0.212,0.678,-1.021,0.376,-1.007,0.286,-0.810,0.230,-0.610,0.155
1885,7,-0.499,1.063,-0.931,0.344,-1.033,0.302,-0.816,0.229,-0.619,0.156
1885,8,-0.541,0.699,-0.834,0.295,-1.080,0.317,-0.813,0.227,-0.620,0.156
1885,9,-1.161,0.561,-0.805,0.285,-1.097,0.314,-0.817,0.231,-0.615,0.157
1885,10,-0.965,0.795,-0.688,0.288,-1.100,0.319,-0.811,0.229,-0.614,0.156
1885,11,-1.091,0.797,-0.642,0.331,-1.109,0.318,-0.825,0.219,-0.612,0.155
1885,12,-1.300,0.892,-0.780,0.309,-1.109,0.313,-0.821,0.218,-0.611,0.156
1886,1,-1.010,0.927,-0.852,0.299,-1.102,0.301,-0.819,0.216,-0.611,0.156
1886,2,0.099,0.749,-0.951,0.347,-1.094,0.304,-0.829,0.219,-0.616,0.155
1886,3,-0.504,0.803,-0.969,0.335,-1.079,0.298,-0.834,0.217,-0.618,0.153
1886,4,-0.206,0.551,-1.013,0.407,-1.070,0.302,-0.845,0.218,-0.620,0.153
1886,5,-0.740,1.226,-0.988,0.462,-1.083,0.306,-0.856,0.218,-0.624,0.153
1886,6,-1.440,0.387,-0.998,0.507,-1.091,0.303,-0.879,0.216,-0.623,0.155
1886,7,-1.370,0.810,-0.789,0.480,-1.036,0.306,-0.892,0.214,-0.619,0.155
1886,8,-1.719,0.745,-0.798,0.527,-1.008,0.311,-0.894,0.209,-0.622,0.156
1886,9,-1.380,0.441,-0.734,0.614,-0.994,0.323,-0.891,0.208,-0.622,0.157
1886,10,-1.497,1.175,-0.718,0.619,-0.978,0.327,-0.885,0.207,-0.633,0.157
1886,11,-0.794,1.239,-0.763,0.590,-0.954,0.320,-0.883,0.207,-0.643,0.157
1886,12,-1.415,1.044,-0.660,0.600,-0.965,0.317,-0.870,0.208,-0.642,0.155
1887,1,1.504,1.191,-0.577,0.597,-0.972,0.318,-0.870,0.208,-0.641,0.153
1887,2,-0.008,1.101,-0.573,0.603,-0.986,0.319,-0.860,0.206,-0.642,0.151
1887,3,0.258,0.789,-0.572,0.603,-0.971,0.313,-0.863,0.206,-0.643,0.149
1887,4,-0.019,0.625,-0.554,0.580,-0.953,0.318,-0.864,0.202,-0.641,0.150
1887,5,-1.269,0.587,-0.650,0.549,-0.935,0.323,-0.863,0.201,-0.635,0.149
1887,6,-0.209,0.364,-0.679,0.533,-0.909,0.327,-0.867,0.200,-0.636,0.147
1887,7,-0.370,0.694,-0.917,0.603,-0.908,0.327,-0.870,0.200,-0.632,0.148
1887,8,-1.675,0.944,-1.096,0.591,-0.900,0.320,-0.854,0.197,-0.636,0.149
1887,9,-1.371,0.471,-1.218,0.513,-0.901,0.322,-0.861,0.198,-0.633,0.149
1887,10,-1.286,1.144,-1.375,0.504,-0.867,0.321,-0.855,0.197,-0.635,0.148
1887,11,-1.935,0.801,-1.349,0.468,-0.863,0.320,-0.834,0.190,-0.637,0.145
1887,12,-1.773,0.951,-1.333,0.432,-0.864,0.313,-0.842,0.194,-0.641,0.149
1888,1,-1.344,1.537,-1.324,0.405,-0.863,0.307,-0.849,0.190,-0.634,0.151
1888,2,-2.162,0.667,-1.176,0.365,-0.857,0.311,-0.863,0.192,-0.636,0.150
1888,3,-1.198,0.755,-1.139,0.358,-0.839,0.309,-0.881,0.195,-0.641,0.150
1888,4,-1.906,0.723,-1.099,0.369,-0.817,0.303,-0.868,0.193,-0.645,0.150
1888,5,-0.964,0.534,-1.166,0.379,-0.815,0.293,-0.858,0.192,-0.642,0.151
1888,6,-0.010,0.775,-1.228,0.407,-0.792,0.279,-0.858,0.190,-0.642,0.153
1888,7,-0.264,0.569,-1.114,0.407,-0.800,0.271,-0.848,0.185,-0.640,0.152
1888,8,0.095,0.591,-0.982,0.448,-0.824,0.270,-0.836,0.186,-0.639,0.150
1888,9,-0.927,0.588,-0.976,0.377,-0.829,0.268,-0.817,0.183,-0.644,0.152
1888,10,-0.797,0.747,-0.897,0.359,-0.840,0.264,-0.794,0.185,-0.646,0.155
1888,11,-2.740,1.140,-0.865,0.337,-0.847,0.257,-0.768,0.182,-0.647,0.159
1888,12,-2.513,1.059,-0.969,0.342,-0.862,0.261,-0.760,0.181,-0.649,0.167
1889,1,0.023,0.553,-1.011,0.324,-0.862,0.257,-0.729,0.184,-0.647,0.169
1889,2,-0.586,0.358,-1.094,0.332,-0.843,0.245,-0.710,0.187,-0.644,0.171
1889,3,-1.119,1.067,-1.014,0.314,-0.819,0.243,-0.701,0.193,-0.645,0.172
1889,4,-0.959,0.598,-0.972,0.301,-0.794,0.237,-0.694,0.197,-0.639,0.177
1889,5,-0.586,0.330,-0.826,0.308,-0.790,0.234,-0.681,0.198,-0.648,0.180
1889,6,-1.255,0.897,-0.619,0.312,-0.755,0.225,-0.675,0.203,-0.647,0.180
1889,7,-0.764,0.322,-0.790,0.353,-0.800,0.212,-0.673,0.207,-0.651,0.180
1889,8,-0.902,0.684,-0.788,0.368,-0.813,0.200,-0.677,0.209,-0.653,0.183
1889,9,0.027,1.081,-0.775,0.447,-0.820,0.198,-0.679,0.212,-0.656,0.186
1889,10,-0.285,0.547,-0.656,0.514,-0.822,0.192,-0.669,0.214,-0.658,0.185
1889,11,-0.993,1.041,-0.697,0.576,-0.812,0.194,-0.654,0.214,-0.661,0.186
1889,12,-0.029,0.704,-0.579,0.561,-0.807,0.194,-0.633,0.211,-0.665,0.185
1890,1,-2.032,0.995,-0.552,0.544,-0.805,0.181,-0.611,0.208,-0.670,0.190
1890,2,-0.562,0.787,-0.493,0.520,-0.768,0.186,-0.604,0.203,-0.680,0.188
1890,3,-0.964,0.739,-0.502,0.460,-0.757,0.184,-0.607,0.205,-0.680,0.186
1890,4,0.478,0.898,-0.448,0.472,-0.749,0.192,-0.611,0.201,-0.680,0.190
1890,5,-1.079,0.919,-0.446,0.411,-0.697,0.182,-0.607,0.203,-0.684,0.191
1890,6,0.162,0.908,-0.437,0.378,-0.677,0.187,-0.612,0.202,-0.686,0.192
1890,7,-0.441,0.330,-0.391,0.292,-0.666,0.197,-0.626,0.206,-0.688,0.194
1890,8,-0.191,0.608,-0.454,0.247,-0.646,0.203,-0.633,0.211,-0.683,0.195
1890,9,-0.092,0.360,-0.445,0.203,-0.665,0.203,-0.626,0.213,-0.689,0.198
1890,10,0.371,0.427,-0.553,0.145,-0.636,0.206,-0.622,0.211,-0.688,0.199
1890,11,-0.977,0.435,-0.563,0.124,-0.606,0.209,-0.623,0.210,-0.696,0.195
1890,12,0.089,0.559,-0.769,0.096,-0.608,0.218,-0.606,0.208,-0.701,0.198
1891,1,-1.481,1.083,-0.846,0.129,-0.595,0.217,-0.600,0.203,-0.700,0.197
1891,2,-1.322,0.476,-0.878,0.148,-0.578,0.219,-0.611,0.204,-0.706,0.200
1891,3,-0.850,0.383,-0.865,0.133,-0.555,0.217,-0.611,0.198,-0.713,0.199
1891,4,-0.827,0.310,-0.899,0.140,-0.518,0.233,-0.617,0.196,-0.716,0.198
1891,5,-1.190,0.454,-0.862,0.153,-0.453,0.230,-0.618,0.205,-0.718,0.200
1891,6,-2.319,0.626,-0.811,0.148,-0.430,0.228,-0.605,0.210,-0.717,0.197
1891,7,-1.362,0.769,-0.790,0.144,-0.422,0.236,-0.593,0.215,-0.723,0.200
1891,8,-0.576,0.391,-0.742,0.145,-0.413,0.241,-0.588,0.217,-0.727,0.200
1891,9,0.060,0.619,-0.689,0.167,-0.407,0.269,-0.579,0.222,-0.726,0.200
1891,10,-0.036,0.379,-0.630,0.188,-0.410,0.282,-0.579,0.228,-0.724,0.194
1891,11,-0.528,0.402,-0.584,0.199,-0.408,0.292,-0.587,0.235,-0.725,0.193
1891,12,0.701,0.590,-0.384,0.232,-0.385,0.293,-0.572,0.234,-0.727,0.195
1892,1,-1.231,0.485,-0.290,0.258,-0.374,0.301,-0.583,0.225,-0.725,0.194
1892,2,-0.747,0.264,-0.202,0.275,-0.367,0.299,-0.587,0.220,-0.721,0.191
1892,3,-0.207,0.873,-0.264,0.276,-0.387,0.294,-0.597,0.219,-0.723,0.190
1892,4,-0.124,0.756,-0.330,0.281,-0.385,0.308,-0.604,0.215,-0.727,0.190
1892,5,-0.643,0.472,-0.184,0.256,-0.373,0.292,-0.595,0.218,-0.731,0.189
1892,6,0.082,0.575,-0.289,0.235,-0.356,0.295,-0.596,0.221,-0.733,0.189
1892,7,-0.236,0.965,-0.243,0.225,-0.314,0.286,-0.593,0.220,-0.738,0.188
1892,8,0.489,0.380,-0.265,0.252,-0.308,0.283,-0.587,0.228,-0.737,0.190
1892,9,-0.692,0.318,-0.442,0.229,-0.313,0.282,-0.578,0.230,-0.748,0.192
1892,10,-0.822,0.368,-0.443,0.217,-0.355,0.264,-0.575,0.235,-0.751,0.189
1892,11,1.225,0.650,-0.321,0.268,-0.351,0.258,-0.564,0.228,-0.753,0.183
1892,12,-0.564,0.841,-0.338,0.321,-0.360,0.241,-0.561,0.233,-0.766,0.186
1893,1,-0.683,0.560,-0.274,0.434,-0.388,0.242,-0.558,0.238,-0.778,0.186
1893,2,-1.005,0.434,-0.223,0.491,-0.408,0.242,-0.561,0.243,-0.787,0.184
1893,3,-2.328,0.489,-0.127,0.534,-0.412,0.245,-0.567,0.240,-0.793,0.186
1893,4,-0.135,0.662,0.060,0.590,-0.427,0.241,-0.557,0.241,-0.791,0.183
1893,5,0.815,1.002,0.055,0.612,-0.431,0.243,-0.555,0.243,-0.794,0.182
1893,6,-0.120,1.328,0.008,0.570,-0.421,0.258,-0.556,0.242,-0.800,0.180
1893,7,0.529,0.806,0.106,0.614,-0.400,0.276,-0.554,0.238,-0.799,0.178
1893,8,1.108,0.785,0.186,0.655,-0.398,0.277,-0.564,0.235,-0.805,0.177
1893,9,0.457,0.736,0.315,0.741,-0.393,0.269,-0.562,0.231,-0.803,0.179
1893,10,1.419,0.999,0.233,0.765,-0.393,0.261,-0.563,0.237,-0.793,0.181
1893,11,1.165,0.690,0.125,0.764,-0.388,0.270,-0.545,0.232,-0.782,0.182
1893,12,-1.127,0.838,0.147,0.729,-0.349,0.284,-0.521,0.234,-0.771,0.185
1894,1,0.490,0.786,0.093,0.736,-0.324,0.305,-0.524,0.235,-0.761,0.190
1894,2,-0.037,0.822,-0.041,0.716,-0.333,0.311,-0.533,0.228,-0.755,0.193
1894,3,-0.779,1.272,-0.175,0.712,-0.339,0.310,-0.529,0.235,-0.752,0.197
1894,4,-1.126,0.855,-0.306,0.702,-0.364,0.313,-0.520,0.243,-0.748,0.201
1894,5,-0.480,0.930,-0.430,0.687,-0.384,0.324,-0.528,0.241,-0.742,0.201
1894,6,0.147,0.901,-0.254,0.655,-0.390,0.318,-0.522,0.235,-0.742,0.203
1894,7,-0.115,0.923,-0.249,0.610,-0.366,0.322,-0.531,0.235,-0.743,0.201
1894,8,-0.506,0.729,-0.267,0.549,-0.362,0.317,-0.536,0.234,-0.747,0.202
1894,9,-1.145,0.619,-0.304,0.461,-0.373,0.314,-0.539,0.235,-0.747,0.205
1894,10,-0.164,0.783,-0.381,0.348,-0.386,0.304,-0.545,0.239,-0.748,0.203
1894,11,-0.316,0.656,-0.410,0.288,-0.378,0.307,-0.544,0.237,-0.744,0.203
1894,12,0.988,0.560,-0.458,0.224,-0.385,0.310,-0.554,0.236,-0.747,0.196
1895,1,0.546,0.626,-0.624,0.201,-0.381,0.330,-0.551,0.237,-0.749,0.194
1895,2,-0.256,0.467,-0.696,0.189,-0.406,0.336,-0.562,0.232,-0.749,0.194
1895,3,-1.218,0.335,-0.628,0.196,-0.399,0.340,-0.556,0.231,-0.749,0.194
1895,4,-2.056,0.736,-0.660,0.190,-0.401,0.332,-0.557,0.228,-0.746,0.194
1895,5,-0.824,0.389,-0.733,0.172,-0.432,0.319,-0.554,0.223,-0.743,0.197
1895,6,-0.424,0.467,-0.757,0.162,-0.446,0.320,-0.561,0.224,-0.748,0.199
1895,7,-2.114,0.507,-0.825,0.171,-0.450,0.314,-0.560,0.225,-0.747,0.202
1895,8,-1.371,0.548,-0.903,0.189,-0.476,0.315,-0.554,0.226,-0.748,0.205
1895,9,-0.330,0.360,-0.844,0.172,-0.470,0.314,-0.562,0.225,-0.747,0.208
1895,10,-0.548,0.246,-0.745,0.171,-0.478,0.310,-0.565,0.224,-0.748,0.209
1895,11,-1.188,0.590,-0.750,0.187,-0.503,0.306,-0.568,0.224,-0.747,0.206
1895,12,0.702,0.624,-0.712,0.261,-0.504,0.296,-0.581,0.233,-0.747,0.201
1896,1,-0.279,0.231,-0.522,0.286,-0.514,0.285,-0.581,0.244,-0.752,0.198
1896,2,-1.189,0.629,-0.505,0.302,-0.551,0.275,-0.583,0.249,-0.764,0.197
1896,3,-0.506,0.770,-0.502,0.324,-0.569,0.269,-0.592,0.251,-0.771,0.194
1896,4,-0.874,0.582,-0.582,0.349,-0.608,0.266,-0.587,0.250,-0.777,0.195
1896,5,-0.874,0.927,-0.627,0.356,-0.637,0.267,-0.581,0.253,-0.778,0.197
1896,6,0.027,1.025,-0.659,0.314,-0.612,0.271,-0.554,0.254,-0.774,0.197
1896,7,0.162,0.787,-0.616,0.324,-0.626,0.264,-0.555,0.263,-0.767,0.199
1896,8,-1.163,0.737,-0.559,0.313,-0.653,0.245,-0.560,0.263,-0.764,0.199
1896,9,-0.297,0.606,-0.592,0.324,-0.651,0.232,-0.561,0.263,-0.763,0.198
1896,10,-1.507,0.516,-0.595,0.331,-0.631,0.233,-0.563,0.250,-0.759,0.201
1896,11,-1.728,0.622,-0.535,0.290,-0.649,0.219,-0.568,0.250,-0.763,0.203
1896,12,0.317,0.321,-0.563,0.273,-0.659,0.211,-0.584,0.252,-0.761,0.203
1897,1,0.236,0.880,-0.579,0.247,-0.688,0.203,-0.581,0.254,-0.769,0.201
1897,2,-0.496,0.661,-0.566,0.235,-0.704,0.200,-0.581,0.251,-0.771,0.201
1897,3,-0.909,0.477,-0.562,0.235,-0.692,0.205,-0.582,0.255,-0.772,0.202
1897,4,-0.905,0.618,-0.518,0.218,-0.704,0.201,-0.591,0.256,-0.770,0.202
1897,5,-0.153,0.756,-0.425,0.206,-0.715,0.207,-0.598,0.256,-0.769,0.200
1897,6,-0.317,0.572,-0.568,0.223,-0.751,0.202,-0.599,0.256,-0.773,0.199
1897,7,-0.031,0.550,-0.663,0.197,-0.788,0.211,-0.607,0.262,-0.773,0.196
1897,8,-1.006,0.478,-0.836,0.165,-0.815,0.206,-0.620,0.268,-0.769,0.197
1897,9,-0.245,0.509,-0.923,0.198,-0.799,0.205,-0.635,0.270,-0.768,0.195
1897,10,-0.983,0.467,-0.902,0.230,-0.760,0.220,-0.646,0.264,-0.768,0.197
1897,11,-0.607,0.694,-0.946,0.225,-0.756,0.216,-0.673,0.254,-0.761,0.194
1897,12,-1.404,0.626,-0.936,0.226,-0.762,0.233,-0.690,0.256,-0.750,0.194
1898,1,-0.905,0.842,-0.938,0.208,-0.732,0.235,-0.707,0.262,-0.747,0.195
1898,2,-2.565,0.480,-0.947,0.180,-0.699,0.238,-0.711,0.260,-0.743,0.197
1898,3,-1.955,0.610,-0.980,0.166,-0.711,0.237,-0.704,0.261,-0.741,0.193
1898,4,-0.658,0.674,-0.970,0.226,-0.703,0.237,-0.714,0.255,-0.737,0.191
1898,5,-0.682,0.728,-0.970,0.259,-0.704,0.233,-0.730,0.245,-0.734,0.191
1898,6,-0.195,0.614,-0.821,0.267,-0.741,0.237,-0.742,0.234,-0.733,0.190
1898,7,-0.057,0.473,-0.773,0.313,-0.761,0.242,-0.750,0.228,-0.737,0.188
1898,8,-1.110,0.482,-0.698,0.255,-0.767,0.251,-0.774,0.219,-0.745,0.184
1898,9,-0.641,0.257,-0.590,0.268,-0.791,0.263,-0.789,0.218,-0.742,0.185
1898,10,-0.864,0.758,-0.529,0.314,-0.781,0.269,-0.793,0.218,-0.743,0.185
1898,11,-0.602,0.442,-0.604,0.258,-0.774,0.266,-0.797,0.225,-0.735,0.180
1898,12,0.381,0.825,-0.628,0.231,-0.760,0.255,-0.782,0.231,-0.732,0.177
1899,1,-0.330,0.646,-0.775,0.279,-0.787,0.253,-0.793,0.235,-0.741,0.177
1899,2,-1.662,0.838,-0.805,0.307,-0.787,0.247,-0.800,0.241,-0.743,0.175
1899,3,-0.665,0.348,-0.788,0.365,-0.784,0.245,-0.802,0.245,-0.740,0.177
1899,4,0.081,0.834,-0.791,0.349,-0.762,0.223,-0.802,0.246,-0.739,0.179
1899,5,-1.586,0.416,-0.818,0.367,-0.752,0.214,-0.804,0.241,-0.736,0.179
1899,6,-0.476,0.475,-0.951,0.323,-0.777,0.219,-0.809,0.236,-0.727,0.180
1899,7,-1.824,0.457,-1.062,0.363,-0.796,0.213,-0.814,0.228,-0.723,0.181
1899,8,-1.474,0.579,-1.078,0.351,-0.801,0.214,-0.818,0.228,-0.718,0.180
1899,9,-0.430,1.192,-1.044,0.337,-0.792,0.224,-0.816,0.230,-0.720,0.179
1899,10,-0.903,0.485,-1.028,0.329,-0.795,0.233,-0.826,0.224,-0.720,0.181
